Co_ID|Exchange|Name| root_ ticker | QMV | OS_Shares | tech_sub_sector | cps | re |Sector| Sub_Sector |type_of_listing|date_of_listing|hq_location|hq_region|interlisted_code_1|interlisted_code_2|tsx_ven_grad|former_cpc|Index|technology_sub_sector|usa_city|USA_State|asia_region|place_inCopporated|fundfamily|sp_grouping|SP_Sub|income_trust_conversion| volume_ytd | value_ ytd | num_traded_share_ytd | num_of_month_trading_data |AFRICA|AUS_NZ_PNG|CANADA|CHINA_ ASIA|LATIN_AMERICA|OTHER|UK_EUROPE|USA|Oil_Gas|Gold|Silver|Copper|Nickel|Diamond|Molybdenum|Platinum_PGM|Iron|Lead|Zinc|Rare Earths|Potash|Lithium|Uranium|Coal|Tungsten|base_ precious_metals|mineral_properties|other_properties
TRE0013|TSX|Trez Capital Mortgage Investment Corporation|TZZ| 29,381,203 | 11,752,481 |||| Financial Services ||IPO|20120604|BC|Canada||||||||||C||||| 2,357,384 | 7,857,936 | 3,295 |6||||||||||||||||||||||||||||
TRE0014|TSX|Trez Capital Senior Mortgage Investment Corporation|TZS| 16,904,735 | 7,318,067 |||| Financial Services ||IPO|20121212|BC|Canada||||||||||C||||| 1,056,227 | 2,724,668 | 1,127 |6||||||||||||||||||||||||||||
TRI0014|TSX|Trican Well Service Ltd.|TCW| 989,187,868 | 330,832,063 |||| Industrial Products & Services |Energy Services||19961209|AB|Canada|||||1|||||C||||| 380,063,175 | 1,283,531,669 | 436,339 |6||||||||||||||||||||||||||||
TRI0055|TSX|Tricon Capital Group Inc.|TCN| 1,757,508,803 | 136,407,875 |||| Financial Services ||IPO|20100520|ON|Canada|||||1|||||C||||| 32,351,002 | 355,634,995 | 124,499 |6||||||||||||||||||||||||||||
ALI0005|TSX|Trilogy International Partners Inc.|TRL| 240,849,788 | 55,240,777 |||| Comm & Media ||QA|20170209|USA|USA|||||||Bellevue|WA||C||||| 6,014,229 | 20,394,519 | 3,699 |6||||||||||||||||||||||||||||
TRI0040|TSX|Trinidad Drilling Ltd.|TDG| 511,366,368 | 273,457,951 |||| Industrial Products & Services |Energy Services|IPO|20001010|AB|Canada||||||||||C||||2002| 74,846,354 | 138,286,291 | 66,553 |6||||||||||||||||||||||||||||
TRI0057|TSX|Trisura Group Ltd.|TSU| 176,202,905 | 6,621,680 |||| Financial Services ||Other|20170530|ON|Canada||||||||||C||||| 1,186,525 | 30,492,190 | 5,763 |6||||||||||||||||||||||||||||
TRU0007|TSX|True North Commercial Real Estate Investment Trust|TNT| 318,066,222 | 47,829,507 |||Industrial/Office/Retail/Residential| Real Estate ||TSXV Grad|20130619|ON|Canada|||1|||||||C||Income Trust|REIT|| 12,655,618 | 83,234,973 | 32,564 |6||||||||||||||||||||||||||||
TVA0001|TSX|TVA Group Inc.|TVA| 131,821,964 | 38,885,535 |||| Comm & Media |||19801113|Quebec|Canada||||||||||C||||| 538,572 | 1,927,511 | 995 |6||||||||||||||||||||||||||||
TRI0006|TSX|TWC Enterprises Limited|TWC| 344,553,791 | 27,345,539 ||Consumer Discretionary|| Consumer Products & Services |||19971224|ON|Canada||||||||||C||||| 671,579 | 7,715,037 | 643 |6||||||||||||||||||||||||||||
UNI0001|TSX|Uni-Select Inc.|UNS| 882,271,145 | 42,193,742 ||Consumer Discretionary|| Consumer Products & Services |||19920909|Quebec|Canada|||||1|||||C||||| 15,225,621 | 342,316,148 | 83,526 |6||||||||||||||||||||||||||||
URA0002|TSX|Uranium Participation Corporation|U| 558,927,862 | 137,328,713 |||| Financial Services ||IPO|20050509|ON|Canada||||||||||C||||| 22,795,036 | 92,750,441 | 58,418 |6||||||||||||||||||||||||||||
URB0005|TSX|Urbana Corporation|URB| 141,900,000 | 50,000,000 |||| Financial Services ||TSXV Grad|20070110|ON|Canada|||1|||||||C||||| 3,250,963 | 10,290,499 | 2,443 |6||||||||||||||||||||||||||||
VEL0001|TSX|Velan Inc.|VLN| 84,714,598 | 6,055,368 |||| Industrial Products & Services |||19960918|Quebec|Canada||||||||||C||||| 389,890 | 6,500,361 | 865 |6||||||||||||||||||||||||||||
PAC0028|TSX|VersaBank|VB| 179,565,346 | 24,266,339 |||| Financial Services ||IPO|20130827|ON|Canada||||||||||C||||| 3,530,545 | 26,539,392 | 8,276 |6||||||||||||||||||||||||||||
WAJ0001|TSX|Wajax Corporation|WJX| 498,667,793 | 20,026,819 |||| Industrial Products & Services |||19660815|ON|Canada||||||||||C||||2005_2011| 3,014,537 | 72,954,055 | 15,796 |6||||||||||||||||||||||||||||
WAL0003|TSX|Wall Financial Corporation|WFC| 947,298,884 | 33,953,365 |||Diversified| Real Estate |||19730201|BC|Canada||||||||||C||||| 82,794 | 2,153,930 | 331 |6||||||||||||||||||||||||||||
WAS0004|TSX|Waste Connections, Inc.|WCN| 26,091,160,777 | 263,467,240 |||| Industrial Products & Services ||Other|20160601|USA|USA|TSX-NYSE||||1||The Woodlands|TX||C||||| 39,316,437 | 3,640,533,006 | 240,139 |6||||||||||||||||||||||||||||
WES0005|TSX|West Fraser Timber Co. Ltd.|WFT| 6,687,399,038 | 73,902,078 |||| Industrial Products & Services |Forest Products & Paper||19860507|BC|Canada|||||1|||||C||||| 42,860,492 | 3,787,671,442 | 277,998 |6||||||||||||||||||||||||||||
WES0068|TSX|Western Energy Services Corp.|WRG| 98,631,831 | 92,179,281 |||| Industrial Products & Services |Energy Services|TSXV Grad|20111013|AB|Canada|||1|||||||C||||| 24,834,106 | 30,199,351 | 14,576 |6||||||||||||||||||||||||||||
WES0055|TSX|Western Forest Products Inc.|WEF| 1,058,097,921 | 394,812,657 |||| Industrial Products & Services |Forest Products & Paper||20040730|BC|Canada|||||1|||||C||||| 90,770,859 | 245,842,836 | 116,114 |6||||||||||||||||||||||||||||
WES0064|TSX|WesternOne Inc.|WEQ| 75,143,864 | 17,004,844 |||| Industrial Products & Services ||TSXV Grad|20080520|BC|Canada|||1|||||||C||||2013| 2,077,154 | 5,834,943 | 2,647 |6||||||||||||||||||||||||||||
WES0047|TSX|WestJet Airlines Ltd.|WJA| 2,068,128,823 | 114,072,191 |||| Industrial Products & Services |||19990713|AB|Canada|||||1|||||C||||| 51,474,111 | 1,163,261,681 | 273,952 |6||||||||||||||||||||||||||||
WES0036|TSX|Westshore Terminals Investment Corporation|WTE| 1,668,325,194 | 70,009,450 |||| Industrial Products & Services |||19970129|BC|Canada|||||1|||||C||||1996_2011| 18,074,214 | 419,889,666 | 118,405 |6||||||||||||||||||||||||||||
UNI0005|TSX|Wilmington Capital Management Inc.|WCM| 32,787,073 | 10,167,418 |||| Financial Services |||19721130|ON|Canada||||||||||C||||| 21,709 | 72,660 | 12 |5||||||||||||||||||||||||||||
WIN0008|TSX|Winpak Ltd.|WPK| 2,860,000,000 | 65,000,000 |||| Industrial Products & Services |Forest Products & Paper||19860827|MB|Canada|||||1|||||C||||| 5,907,743 | 272,052,507 | 39,724 |6||||||||||||||||||||||||||||
WPT0001|TSX|WPT Industrial Real Estate Investment Trust|WIR| 618,740,773 | 44,545,772 |||Industrial/Office/Retail/Residential| Real Estate ||IPO|20130426|USA|USA|TSX-OTCQX||||||Minnetonka|MN||C||Income Trust|REIT|| 6,503,269 | 86,110,423 | 10,310 |6||||||||||||||||||||||||||||
GEN0026|TSX|WSP Global Inc.|WSP| 7,187,204,870 | 103,831,333 |||| Industrial Products & Services ||IPO|20060524|Quebec|Canada|||||1|||||C||||2011| 35,853,776 | 2,334,104,509 | 217,332 |6||||||||||||||||||||||||||||
XTR0001|TSX|Xtreme Drilling Corp.|XDC| 159,713,564 | 74,982,894 |||| Industrial Products & Services |Energy Services|TSXV Grad|20060905|AB|Canada|||1|1||||||C||||| 3,697,336 | 8,050,028 | 4,052 |6||||||||||||||||||||||||||||
YPG0002|TSX|Yellow Pages Digital & Media Solutions Limited|YPG| 106,018,110 | 1,070,890 |||| Comm & Media ||Other|20121220|Quebec|Canada||||||||||C||||| 16,118 | 14,503,206 | 422 |6||||||||||||||||||||||||||||
YEL0001|TSX|Yellow Pages Limited|Y| 253,520,031 | 28,075,308 |||| Comm & Media ||IPO|20030728|Quebec|Canada||||||||||C||||2010| 6,819,436 | 52,556,920 | 14,838 |6||||||||||||||||||||||||||||
ZCL0001|TSX|ZCL Composites Inc.|ZCL| 267,054,452 | 30,873,347 |||| Industrial Products & Services |Energy Services||19950929|AB|Canada||||||||||C||||| 7,343,451 | 75,955,393 | 33,710 |6||||||||||||||||||||||||||||
AGE0001|TSX|Agellan Commercial Real Estate Investment Trust|ACR| 444,540,853 | 32,953,362 |||Industrial/Office/Retail/Residential| Real Estate ||IPO|20130125|ON|Canada||||||||||C||Income Trust|REIT|| 3,470,948 | 41,857,623 | 11,739 |6||||||||||||||||||||||||||||
ALL0018|TSX|Allied Properties Real Estate Investment Trust|AP| 4,196,507,662 | 100,274,974 |||Industrial/Office/Retail/Residential| Real Estate ||IPO|20030219|ON|Canada|||||1|||||C||Income Trust|REIT|| 19,072,738 | 791,117,747 | 100,361 |6||||||||||||||||||||||||||||
AME0023|TSX|American Hotel Income Properties REIT LP|HOT| 701,358,267 | 78,599,819 |||Industrial/Office/Retail/Residential| Real Estate ||IPO|20130220|BC|Canada|TSX-OTCQX|||||||||C||Income Trust|REIT|| 18,107,798 | 158,948,074 | 49,404 |6||||||||||||||||||||||||||||
WES0061|TSX|Artis Real Estate Investment Trust|AX| 2,368,945,663 | 169,445,779 |||Diversified| Real Estate ||TSXV Grad|20060417|MB|Canada|||1|1|1|||||C||Income Trust|REIT|| 32,733,308 | 480,972,861 | 124,475 |6||||||||||||||||||||||||||||
AUT0006|TSX|Automotive Properties Real Estate Investment Trust|APR| 174,312,003 | 16,696,552 |||Industrial/Office/Retail/Residential| Real Estate ||IPO|20150722|ON|Canada||||||||||C||Income Trust|REIT|| 2,625,597 | 27,291,803 | 7,963 |6||||||||||||||||||||||||||||
BEC0001|TSX|Becker Milk Company Ltd. (The)|BEK| 18,595,839 | 1,267,610 |||Real Estate Operating Companies| Real Estate |||19670525|ON|Canada||||||||||C||||| 60,008 | 902,215 | 242 |6||||||||||||||||||||||||||||
BOA0001|TSX|Boardwalk Real Estate Investment Trust|BEI| 2,108,512,655 | 46,168,440 |||Industrial/Office/Retail/Residential| Real Estate ||TSXV Grad|19951106|AB|Canada|||1|1|1|||||C||Income Trust|REIT|2004| 15,273,276 | 683,565,199 | 87,196 |6||||||||||||||||||||||||||||
BRO0038|TSX|Brookfield Business Partners L.P.|BBU| 3,335,102,361 | 66,185,798 |||Real Estate Operating Companies| Real Estate ||Other|20160531|Bermuda|Other|TSX-NYSE||||1|||||F||||| 10,374,763 | 495,109,423 | 38,774 |6||||||||||||||||||||||||||||
BRO0008|TSX|Brookfield Office Properties Inc.|BPO| 2,272,760,056 | 103,469,727 |||Industrial/Office/Retail/Residential| Real Estate |||19850627|USA|USA|||||||New York|NY||C||||| 10,235,278 | 238,841,228 | 24,503 |6||||||||||||||||||||||||||||
BRO0033|TSX|Brookfield Property Partners L.P.|BPY| 6,353,461,911 | 254,443,809 |||Industrial/Office/Retail/Residential| Real Estate ||Other|20130415|Bermuda|Other|TSX-NasdaqGM||||1|||||F||||| 21,471,064 | 549,698,384 | 111,908 |6||||||||||||||||||||||||||||
ROY0007|TSX|Brookfield Real Estate Services Inc.|BRE| 184,935,075 | 9,483,850 |||Real Estate Development and Services| Real Estate |||20030806|ON|Canada||||||||||C||||2011| 1,333,882 | 23,143,067 | 5,270 |6||||||||||||||||||||||||||||
BSR0001|TSX|BSR Real Estate Investment Trust|HOM| 157,225,000 | 16,550,000 |||Industrial/Office/Retail/Residential| Real Estate ||IPO|20180518|USA|USA|||||||Little Rock|AR||C||Income Trust|REIT|| 1,702,428 | 16,262,538 | 901 |2||||||||||||||||||||||||||||
BTB0002|TSX|BTB Real Estate Investment Trust|BTB| 307,759,481 | 55,461,810 |||Industrial/Office/Retail/Residential| Real Estate ||TSXV Grad|20120607|Quebec|Canada|||1|1||||||C||Income Trust|REIT|| 12,452,559 | 59,706,642 | 19,897 |6||||||||||||||||||||||||||||
CAN0080|TSX|Canadian Apartment Properties Real Estate Investment Trust|CAR| 6,137,309,842 | 143,966,921 |||Industrial/Office/Retail/Residential| Real Estate |||19970521|ON|Canada|||||1|||||C||Income Trust|REIT|| 35,570,891 | 1,346,596,843 | 168,846 |6||||||||||||||||||||||||||||
CAN0067|TSX|Canlan Ice Sports Corp.|ICE| 64,684,445 | 13,336,999 |||Real Estate Operating Companies| Real Estate |||19900301|BC|Canada||||||||||C||||| 132,691 | 574,501 | 127 |6||||||||||||||||||||||||||||
CHA0020|TSX|Chartwell Retirement Residences|CSH| 3,237,202,144 | 211,167,785 |||Specialized| Real Estate ||IPO|20031113|ON|Canada|||||1|||||C||||| 33,603,472 | 514,124,536 | 149,736 |6||||||||||||||||||||||||||||
CHO0002|TSX|Choice Properties Real Estate Investment Trust|CHP| 3,357,657,291 | 277,263,195 |||Industrial/Office/Retail/Residential| Real Estate ||IPO|20130705|ON|Canada||||||||||C||Income Trust|REIT|| 67,689,045 | 801,630,834 | 174,194 |6||||||||||||||||||||||||||||
FIR0031|TSX|Colliers International Group Inc.|CIGI| 3,782,553,059 | 37,817,967 |||Real Estate Operating Companies| Real Estate |||19930622|ON|Canada|TSX-NasdaqGM||||1|||||C||||| 7,495,586 | 649,388,856 | 49,804 |6||||||||||||||||||||||||||||
COM0007|TSX|Cominar Real Estate Investment Trust|CUF| 2,332,464,890 | 181,939,539 |||Diversified| Real Estate |||19980521|Quebec|Canada|||||1|||||C||Income Trust|REIT|| 54,352,447 | 716,659,350 | 179,105 |6||||||||||||||||||||||||||||
CRO0013|TSX|Crombie Real Estate Investment Trust|CRR| 1,215,296,279 | 90,261,632 |||Diversified| Real Estate ||IPO|20060322|NS|Canada|||||1|||||C||Income Trust|REIT|| 19,564,807 | 254,937,418 | 85,265 |6||||||||||||||||||||||||||||
CTR0001|TSX|CT Real Estate Investment Trust|CRT| 1,169,324,306 | 90,645,295 |||Industrial/Office/Retail/Residential| Real Estate ||IPO|20131023|ON|Canada||||||||||C||Income Trust|REIT|| 5,458,509 | 73,081,299 | 13,608 |6||||||||||||||||||||||||||||
DUN0010|TSX|Dream Global Real Estate Investment Trust|DRG| 2,747,617,141 | 191,338,241 |||Diversified| Real Estate ||IPO|20110803|ON|Canada||||||||||C||Income Trust|REIT|| 70,313,180 | 938,631,574 | 215,560 |6||||||||||||||||||||||||||||
DRE0005|TSX|Dream Hard Asset Alternatives Trust|DRA| 498,383,851 | 72,334,376 |||Industrial/Office/Retail/Residential| Real Estate ||IPO|20140708|ON|Canada||||||||||C||||| 5,909,067 | 38,177,212 | 12,648 |6||||||||||||||||||||||||||||
DUN0011|TSX|Dream Industrial Real Estate Investment Trust|DIR| 999,648,146 | 89,360,879 |||Industrial/Office/Retail/Residential| Real Estate ||IPO|20121004|ON|Canada|||||1|||||C||Income Trust|REIT|| 26,733,029 | 267,205,593 | 90,973 |6||||||||||||||||||||||||||||
DUN0004|TSX|Dream Office Real Estate Investment Trust|D| 1,410,206,785 | 60,188,083 |||Industrial/Office/Retail/Residential| Real Estate ||TSXV Grad|19970709|ON|Canada|||1|1|1|||||C||Income Trust|REIT|| 28,857,405 | 666,042,726 | 129,134 |6||||||||||||||||||||||||||||
DRE0004|TSX|DREAM Unlimited Corp.|DRM| 1,055,832,616 | 109,505,285 |||Industrial/Office/Retail/Residential| Real Estate ||Other|20130531|ON|Canada||||||||||C||||| 9,282,576 | 81,981,443 | 32,514 |6||||||||||||||||||||||||||||
EXT0001|TSX|Extendicare Inc.|EXE| 766,167,806 | 89,233,318 |||Specialized| Real Estate |||19740408|ON|Canada|||||1|||||C||||2006_2012| 23,862,531 | 229,046,633 | 109,497 |6||||||||||||||||||||||||||||
CEN0007|TSX|First Capital Realty Inc.|FCR| 5,059,417,401 | 244,889,516 |||Diversified| Real Estate |||19940328|ON|Canada|||||1|||||C||||| 42,356,048 | 868,196,304 | 208,436 |6||||||||||||||||||||||||||||
FIR0109|TSX|FirstService Corporation|FSV| 3,459,002,165 | 34,593,481 |||Industrial/Office/Retail/Residential| Real Estate ||Other|20150527|ON|Canada|TSX-NasdaqGM||||1|||||C||||| 5,798,593 | 518,727,555 | 42,991 |6||||||||||||||||||||||||||||
GAZ0003|TSX|Gazit-Globe Ltd.|GZT| 2,423,034,825 | 193,533,133 |||Industrial/Office/Retail/Residential| Real Estate ||Other|20131016|Israel|Other|TSX-NYSE|TSX-TASE||||||||F||||| 41,090 | 501,862 | 250 |6||||||||||||||||||||||||||||
GEN0017|TSX|Genesis Land Development Corp.|GDC| 165,657,921 | 43,252,721 |||Real Estate Development and Services| Real Estate ||TSXV Grad|20000808|AB|Canada|||1|1||||||C||||| 818,640 | 3,027,548 | 619 |6||||||||||||||||||||||||||||
MID0009|TSX|Granite Real Estate Investment Trust|GRT| 2,449,948,042 | 45,690,937 |||Real Estate Operating Companies| Real Estate |||20030820|ON|Canada|TSX-NYSE||||1|||||C||Income Trust|REIT|| 11,665,270 | 598,551,006 | 75,832 |6||||||||||||||||||||||||||||
HNR0001|TSX|H&R Real Estate Investment Trust|HR| 5,747,356,911 | 285,653,922 |||Diversified| Real Estate |||19961218|ON|Canada|||||1|||||C||Income Trust|REIT|| 67,118,807 | 1,380,657,729 | 252,042 |6||||||||||||||||||||||||||||
HOL0007|TSX|Holloway Lodging Corporation|HLC| 202,001,280 | 19,192,276 |||Specialized| Real Estate ||TSXV Grad|20070717|NS|Canada|||1|1||||||C||||| 1,323,766 | 12,597,033 | 1,342 |6||||||||||||||||||||||||||||
INO0001|TSX|Inovalis Real Estate Investment Trust|INO| 229,870,708 | 22,759,476 |||Industrial/Office/Retail/Residential| Real Estate ||IPO|20130410|France|UK/Europe||||||||||C||Income Trust|REIT|| 3,761,075 | 37,447,823 | 10,361 |6||||||||||||||||||||||||||||
INT0120|TSX|InterRent Real Estate Investment Trust|IIP| 1,040,703,356 | 94,609,396 |||Industrial/Office/Retail/Residential| Real Estate ||TSXV Grad|20070425|ON|Canada|||1|||||||C||Income Trust|REIT|| 27,179,688 | 275,837,638 | 61,888 |6||||||||||||||||||||||||||||
MAI0003|TSX|Invesque Inc.|IVQ| 477,251,917 | 53,142,587 |||Specialized| Real Estate ||TSXV Grad|20160602|USA|USA|||1|1|||Carmel|IN||C||||| 2,974,858 | 28,695,563 | 6,479 |6||||||||||||||||||||||||||||
KIL0001|TSX|Killam Apartment Real Estate Investment Trust|KMP| 1,271,478,717 | 84,878,419 |||Real Estate Operating Companies| Real Estate ||TSXV Grad|20030403|NS|Canada|||1|1|1|||||C||Income Trust|REIT|| 25,543,434 | 362,468,773 | 105,768 |6||||||||||||||||||||||||||||
MAD0006|TSX|Madison Pacific Properties Inc.|MPC| 188,876,988 | 58,570,590 |||Real Estate Operating Companies| Real Estate |||19980512|BC|Canada||||||||||C||||| 592,604 | 1,924,838 | 476 |6||||||||||||||||||||||||||||
MAI0002|TSX|Mainstreet Equity Corp.|MEQ| 380,937,315 | 8,832,305 |||Real Estate Operating Companies| Real Estate ||TSXV Grad|20000531|AB|Canada|||1|1||||||C||||| 217,780 | 9,066,334 | 828 |6||||||||||||||||||||||||||||
MED0021|TSX|Medical Facilities Corporation|DR| 475,109,236 | 31,400,687 |||Specialized| Real Estate ||IPO|20040329|USA|USA|||||||Rapid City|SD||C||||2011| 20,500,493 | 298,047,461 | 115,763 |6||||||||||||||||||||||||||||
MEL0002|TSX|Melcor Developments Ltd.|MRD| 502,314,207 | 33,398,551 |||Real Estate Development and Services| Real Estate |||19720627|AB|Canada||||||||||C||||| 770,339 | 11,544,563 | 2,112 |6||||||||||||||||||||||||||||
MEL0004|TSX|Melcor Real Estate Investment Trust|MR| 165,895,471 | 13,761,797 |||Industrial/Office/Retail/Residential| Real Estate ||IPO|20130501|AB|Canada||||||||||C||Income Trust|REIT|| 1,625,806 | 18,481,955 | 4,742 |6||||||||||||||||||||||||||||
ACK0001|TSX|Morguard Corporation|MRC| 1,915,068,649 | 11,440,759 |||Diversified| Real Estate |||19620614|ON|Canada||||||||||C||||| 585,421 | 103,075,140 | 2,315 |6||||||||||||||||||||||||||||
MOR0014|TSX|Morguard North American Residential Real Estate Investment Trust|MRG| 593,114,460 | 34,559,016 |||Industrial/Office/Retail/Residential| Real Estate ||IPO|20120418|ON|Canada||||||||||C||Income Trust|REIT|| 3,249,697 | 68,551,143 | 13,132 |6||||||||||||||||||||||||||||
MOR0003|TSX|Morguard Real Estate Investment Trust|MRT| 978,027,765 | 62,454,514 |||Industrial/Office/Retail/Residential| Real Estate |||19971010|ON|Canada||||||||||C||Income Trust|REIT|| 3,048,465 | 48,427,718 | 13,481 |6||||||||||||||||||||||||||||
TRU0006|TSX|Northview Apartment Real Estate Investment Trust|NVU| 1,493,584,744 | 56,195,166 |||Industrial/Office/Retail/Residential| Real Estate ||TSXV Grad|20130503|ON|Canada|||1|1|1|||||C||Income Trust|REIT|| 18,829,908 | 482,799,938 | 83,916 |6||||||||||||||||||||||||||||
NOR0079|TSX|Northwest Healthcare Properties Real Estate Investment Trust|NWH| 1,457,463,538 | 105,958,491 |||Specialized| Real Estate ||IPO|20100323|ON|Canada||||||||||C||Income Trust|REIT|| 25,249,828 | 299,109,657 | 107,275 |6||||||||||||||||||||||||||||
PAR0022|TSX|Partners Real Estate Investment Trust|PAR| 137,885,601 | 45,961,867 |||Industrial/Office/Retail/Residential| Real Estate ||TSXV Grad|20120403|BC|Canada|||1|1||||||C||Income Trust|REIT|| 2,288,477 | 6,942,434 | 2,309 |6||||||||||||||||||||||||||||
PLA0026|TSX|Plaza Retail REIT|PLZ| 493,174,242 | 102,559,052 |||Industrial/Office/Retail/Residential| Real Estate ||TSXV Grad|20130702|NB|Canada|||1|1||||||C||Income Trust|REIT|2014| 9,053,002 | 46,374,477 | 18,584 |6||||||||||||||||||||||||||||
RIO0005|TSX|Riocan Real Estate Investment Trust|REI| 7,658,899,557 | 317,138,698 |||Industrial/Office/Retail/Residential| Real Estate |||19940105|ON|Canada|||||1|||||C||Income Trust|REIT|| 96,716,043 | 2,304,289,478 | 316,230 |6||||||||||||||||||||||||||||
LEI0007|TSX|Sienna Senior Living Inc.|SIA| 1,087,562,348 | 65,594,834 |||Specialized| Real Estate ||IPO|20100322|ON|Canada|||||1|||||C||||| 26,895,713 | 476,557,755 | 125,919 |6||||||||||||||||||||||||||||
FAM0001|TSX|Slate Office REIT|SOT| 560,476,235 | 70,048,981 |||Industrial/Office/Retail/Residential| Real Estate ||IPO|20121228|BC|Canada||||||||||C||Income Trust|REIT|| 26,320,148 | 214,677,964 | 73,975 |6||||||||||||||||||||||||||||
SLA0004|TSX|Slate Retail REIT|SRT| 556,289,881 | 43,257,378 |||Industrial/Office/Retail/Residential| Real Estate ||Other|20140422|ON|Canada||||||||||C||Income Trust|REIT|| 4,887,740 | 60,037,814 | 17,344 |6||||||||||||||||||||||||||||
CAL0019|TSX|SmartCentres Real Estate Investment Trust|SRU| 4,104,367,605 | 133,589,585 |||Industrial/Office/Retail/Residential| Real Estate ||TSXV Grad|20021101|ON|Canada|||1|1|1|||||C||Income Trust|REIT|| 27,124,497 | 804,447,293 | 138,441 |6||||||||||||||||||||||||||||
SUM0005|TSX|Summit Industrial Income REIT|SMU| 706,176,546 | 80,613,761 |||Industrial/Office/Retail/Residential| Real Estate ||TSXV Grad|20131111|ON|Canada|||1|||||||C||Income Trust|REIT|| 27,213,587 | 224,530,886 | 78,869 |6||||||||||||||||||||||||||||
TEM0006|TSX|Temple Hotels Inc.|TPH| 118,508,300 | 25,451,379 |||Industrial/Office/Retail/Residential| Real Estate ||TSXV Grad|20120723|MB|Canada|||1|1||||||C||||2013| 2,799,243 | 13,898,799 | 3,748 |6||||||||||||||||||||||||||||
TRU0007|TSX|True North Commercial Real Estate Investment Trust|TNT| 318,066,222 | 47,829,507 |||Industrial/Office/Retail/Residential| Real Estate ||TSXV Grad|20130619|ON|Canada|||1|||||||C||Income Trust|REIT|| 12,655,618 | 83,234,973 | 32,564 |6||||||||||||||||||||||||||||
WAL0003|TSX|Wall Financial Corporation|WFC| 947,298,884 | 33,953,365 |||Diversified| Real Estate |||19730201|BC|Canada||||||||||C||||| 82,794 | 2,153,930 | 331 |6||||||||||||||||||||||||||||
